review_id,location_id,user_id,rating,published_date,title,text,trip_type,travel_date
825537262,23718263,2048,5,2022-01-21T18:25:39Z,Amazing Food,"If you are in Duqm, please stop by the Crown and expierience their restaurant. their buffets are huge and very well priced. In addition, the quality is supirior! ",NONE,2021-03-31
890589376,23718263,2047,5,2023-05-16T09:09:00Z,The Most Delicious Foods In Duqm,The buffet was great as usual. I enjoyed being here while my stay and the food variety was quite satisfying as well. ,Friends getaway,2023-04-30
681696764,17373902,2046,5,2019-06-15T13:09:12Z,Prawns to die for,"In a world swamped in a quagmire of overpriced burgers that do not deliver the needs of a man craving a meat sandwich. 
911 stands above. 
Great burgers. Large portions. Reasonable price. What else do you need?

Would recommend.",Friends getaway,2019-06-30
722064492,17373902,2045,5,2019-10-28T12:54:22Z,Best Burger in Duqm,"Lovely burger not expensive. 
The mochita gorgeous and tasty. Highly recommended.
Myself and a colleague visited and were pleasantly surprised. ",Friends getaway,2019-10-31
727559341,17373902,920,4,2019-11-19T13:19:19Z,Great burgers,"I have to agree with the other reviews for this place. The food is good quality, tasty and cheap. We had “classic” burgers with fries plus lemon mojitos and it was all great. They do a lot of take away trade but have 4 small tables for those who want to dine in and the internal environment is nicely themed and well finished. There aren’t many dining options in Duqm but this one is a winner.",NONE,2019-11-30
772756757,17373902,2044,2,2020-10-02T11:29:38Z,Customer Service is a most... ,"Very sad to say... this place could be the best burger restaurant in Duqm BUT those two employees make it the WORST! Entering there, you will feel like you are disturbing them! Worst services ever (not only one time but 3 times) ",Solo travel,2020-10-31
777799702,17373902,2043,5,2020-11-24T05:10:37Z,The best burger in Duqm,"If you find yourself in Duqm, all is not completely lost. 

This unassuming little burger joint does completely fabulous, well cooked and very tasty burgers.

There are wide varieties of Fries (I recommend the Dynamite fries, they're a meal in themselves.

The Mojitos are good too. Very refreshing.

If you haven't been, it must easily be in the Top Five fast food joints in Oman.",Friends getaway,2020-11-30
688725868,17728115,1650,4,2019-07-11T13:01:47Z,Delicious Burgers,Nice range of burgers- freshly prepared.  Quick service and reasonable price.  Would be great if they added milkshakes. ,Solo travel,2019-07-31
792814188,17728115,1018,4,2021-06-16T15:18:38Z,A short weekend family break.,"Best place to get burgers if you are in Buraimi. Extremely delicious. Try their ice creams as well. Mango and Watermelon ice creams  are so lovely. Great and prompt staff.
",Family,2021-06-30
690123978,17748047,1650,4,2019-07-16T13:21:59Z,Steak Sandwiches ,Freshly prepared steak sandwiches.  There are not a lot of choices on the menu.  The restaurant does offer something different to most of the other establishments on Sohar Road.  Worth a try.,Solo travel,2019-07-31
690513751,17750128,1650,4,2019-07-18T01:07:07Z,Nice Shawarma and Juice,"There are a lot of choices for Shawarma and Juices, this is definitely one of the better ones.  Falafel is also delicious. ",Solo travel,2019-07-31
689006536,17738994,1650,3,2019-07-12T14:17:43Z,Good Shawarma ,"Offering quick service for take away Shawarma, normal or spicy.  There are better options for juice on Sohar Road.  ",Solo travel,2019-07-31
686718896,17712593,1650,3,2019-07-04T09:48:51Z,Nothing Special,There are a lot of choices for fast food take away Middle Eastern food on Sohar Road - there is nothing that sets this one apart.  Does have an outside seating area.,Solo travel,2019-07-31
688087959,17712593,1650,3,2019-07-09T09:46:12Z,Average amongst many options,Benefits from any outdoor seating that is not on the main road.  Average range of cheap eats available for take away.,NONE,2019-07-31
864478036,17712593,1650,3,2022-10-14T09:20:39Z,Average amongst many options,Benefits from any outdoor seating that is not on the main road.  Average range of cheap eats available for take away.  Recommend wraps ,Solo travel,2021-11-30
688732560,17728040,1650,5,2019-07-11T13:33:39Z,Great Afghani Food,Great range of Afghani dishes served with lovely fresh bread.  Clean restaurant with a friendly atmosphere.   ,Solo travel,2019-07-31
688728525,17728105,1650,4,2019-07-11T13:14:29Z,Popular Restaurant ,Large portions  - nicely prepared.  Mixed Grill with hummus was delicious.  Definitely good value for money and worth visiting.,Solo travel,2019-07-31
792815039,17728105,1018,4,2021-06-16T15:26:33Z,Best Place for Lunch or Dinner whilst in Buraimi,Great Place to have lunch or dinner. Very clean. Wonderful staff. The choices are plenty. If you like grilled or barbecue meals this is your place. Very reasonable prices and the quality is great. Will always return to have our meals whenever we are in Buraimi.,Family,2021-06-30
941224855,10387715,2042,5,2024-03-06T15:09:35Z,Rum floats!!!,"Must have the rum floats, Coke or root beer! Delicious! Peach daiquiri are also amazing!!! Right by the ocean and also have music, bags, and a big connect four!",Family,2024-03-31
944300335,10387715,2041,5,2024-03-28T16:46:07Z,Fun beachy burger place,We picked this restaurant since it’s on the beach - they had bags and connect four right outside and view of pier. You order at the bar and they were friendly and food came out super quick. They had live music which was fun also. The sweet potato fries were delicious!,Family,2024-03-31
945892278,10387715,2040,5,2024-04-08T18:45:35Z,Great time!,Wonderful atmosphere! Great for family’s! Dani and Hannah were also wonderful and very attentive and friendly! Will definitely be coming back this summer with the family!,Friends getaway,2024-04-30
959011548,10387715,2039,1,2024-07-11T09:47:50Z,Disappointing.,"Just no. Frozen burger patty, no seasoning. Tenders are plain. Quite a mess. Flooded drink station. Expensive for bland food.",Family,2024-07-31
959044186,10387715,2038,4,2024-07-11T13:50:24Z,"Great view and vibes, average food but definitely worth the experience.","Super fun atmosphere with loud sometimes live music and open air setup. Located on boardwalk open to the beach, the casual vibe is great for parents trying to chill but yet kids can be wild and it’s no problem. Order at the bar in the middle, set the pager on your table, and the food is delivered fairly quick. The burgers were average, thumbs up for Mac n cheese, and Al’s bucket drink was tasty.",Family,2024-07-31
954219181,3912651,2037,5,2024-06-08T08:15:02Z,Amazing dinner,The food and place was great and special thanks to Ruby & Tin for the amazing service and hospitality. I will sure comeback,Couples,2024-06-30
955291519,3912651,2036,5,2024-06-16T01:58:11Z,Great Experience,Very good food and lovely staff. Md. Nizam was super sweet and friendly he never left our table. Thank you Nizam for your kindness.,Friends getaway,2024-06-30
955531899,3912651,2035,5,2024-06-17T13:35:33Z,Md. Nizam,"Special thank you to Md. Nizam for wonderful and positive service everyday! We really felt looked after!
The ambiance was inviting. The menu offered a wide variety of dishes, all of which were prepared to perfection and presented beautifully.

The staff were incredibly attentive and friendly, making sure that every need was met promptly. It was also nice to see the staff cooperating with each other seamlessly, which created a smooth and efficient dining experience. This level of teamwork suggests that the manager of the place must be very good at their job.

Overall, my dining experience was exceptional, and I would highly recommend this restaurant to anyone staying in the area.",Couples,2024-06-30
956075907,3912651,2034,5,2024-06-21T12:02:40Z,Amazing ambience and treatment - what a lovely bunch!,"Amazing reception for my daughter’s 16th Birthday. Ruby, Rihab, Salim, Adnan, Blaise, Tin, Mazedul and Raju sang 4 her",Family,2024-06-30
961977823,3912651,2033,5,2024-07-28T02:39:13Z,Excepr Team and fabulous food,"Incredible is the word for the team and the food prepared. The team work tirelessly to ensure you have everything you need and always with a smile. We felt so welcome and we will truly miss them all. The food is to the highest standard, the chefs professionalism and pride in their food is easy to observe. We can not wait to return and see you next year! Special mention to Mr Ali,Rihab,  Raju, Nizam, Saad & Lady Eman.",Couples,2024-07-31
934150913,799147,2032,5,2024-01-15T14:16:18Z,Amazing Meal at NYE!!,"We had an awesome dinner at Al's Steakhouse for New Year's Eve on Elgin Street. We made a reservation in November and had a fabulous meal from appetizers to dinner and dessert and coffee. A great way to bring in the New Year at Al's Steakhouse in Ottawa.
s",NONE,2023-12-31
952006794,799147,2031,4,2024-05-23T07:12:54Z,Great dinner,"Just down Elgin from the hotel. My Birthday gift.

First I never give 5 stars. 
Having said that, this is very close. despite have no reservations, they were able to accommodate us. We ordered the coconut shrimp for a starter, found it very sweet.. I cannot drink alcohol, so I had the Mule, GF had Vodka / Cranberry. The Mule was fantastic!!! (I want the recipe), hers was well same same. Then worm bread rolls arrived. Nice indeed. For economical reasons lol we ordered the same Steak & Frites (tho she had garlic mashed. very well made. 
Now for the service. The server (I believe Kat) was extremely attentive, and we even got a visit from the GM and the owner.
I hope to go back, thanks to the team & taste",Couples,2024-05-31
955634612,799147,2030,5,2024-06-18T08:16:14Z,Wonderful,"We had a wonderful meal and great service. I highly recommend this restaurant. The beef was so tender and tasty and the 2 who had lamb chops said they were the best ever and we are all huge travellers.
Brandy our wait staff was so attentive and  lovely!
Thank you all for such a great experience as we celebrated our son’s graduation.",Family,2024-06-30
958024438,799147,2029,5,2024-07-04T19:07:28Z,Amazing staff,"I am from Québec (Hull) and got lost in Ottawa after my phone died. The staff were AMAZING !! Took the time to give me directions and let me call my dad to let him know i would be late. Thanks to the employees for treating me so well and being patient, i can't thanks them enough ! I will go back soon to try the food and give a BIG tips to thanks them !! Thanks again, Merci encore !",Solo travel,2024-07-31
959322050,799147,2028,5,2024-07-13T10:50:32Z,Best Experience Worldwide,"We’ve been having dinner at Al’s for more than 20 years and consider it one of our favourite places to go.  The people and the food are better in all manner than any comparable restaurant that I have visited (and I’ve travelled 5 continents).  That really is the level of regard that I hold for this family owned place.  But my husband and I went there on Tuesday evening to celebrate my birthday.  Just as we arrived, I started to feel very ill from a medical condition that I have.  Once we were seated, my situation deteriorated quickly and I had to quickly leave.  I simply have to say that the owners somehow spotted my distress and their kindness showed no bounds.  They stood outside with me, comforted me, brought beverages…..anything I needed, then secured us a cab and discretely got us back to our hotel (we live out of town).  We ended up extending our stay when my symptoms disappeared the following day and we returned to Al’s the next evening.  We couldn’t have enjoyed the entire evening and experience more!  We devoured our calamari and then, of course, our spectacular steaks.  Our server, Brandy, couldn’t have been more gracious and friendly.  For those looking for a place to dine, all I can say is that if you even have half the evening we enjoyed, it would be unforgettable!   Thank you everyone at Al’s, we are fans!",Family,2024-07-31
939736371,626666,2027,3,2024-02-25T11:31:39Z,"OK food, get rid of the Hispanic band!!!!","OK food BUT while we were there a small Hispanic band came through the restaurant.  When they got to our table, the guy with the “TIP” jar stood pointing at the jar and tapping it.  It felt as if he wasn’t going to leave without a tip.  I’m sure that takes away from the waitresses tips.  We won’t be back!!",Couples,2024-02-29
939759755,626666,2026,3,2024-02-25T14:30:50Z,Meh,"Our family of 8 stopped for dinner on Friday. I know it is popular on the island but is very much a dive ( which can be fun)! Fish was very fresh but several at our table ordered shrimp that was not well cleaned. Nothing worse than having to clean your shrimp at the table.  I am okay with the plastic cups, cutlery and table cloths but the fish should be better cleaned at place known for fresh fish. Everything tasted good but I wouldn’t rush back. Really no atmosphere.",Family,2024-02-29
940225465,626666,2025,5,2024-02-29T13:31:58Z,Good food,"Very good food, friendly staff, good experience.
I have nothing else to say.  I don’t plan to take the time to write a novel.",Couples,2024-02-29
943626275,626666,2024,1,2024-03-24T10:55:18Z,Worst fried oysters ever!,We tried this place because it had good reviews. I ordered the fried oyster basket. The oysters were small and should have been tender. Wrong! They were absolutely the worst fried oysters I ever had!,Couples,2024-03-31
944261833,626666,2023,3,2024-03-28T10:54:11Z,quick lunch at the harbor,"Def not the same vibe as the one in Pelican Station across the bridge.  Not my fav atmosphere here.  Seemed not quite as clean or comfortable.  We got a table outside and the view was a boat unless you cranked your neck to see out into the bay. It is in the area which the fishing boats and tours go out so a little fishy smell.  Our server Michelle was really good with friendly suggestions and prompt service.  We had the beer batter mushrooms which were a little greasy but tasted good.  I did not enjoy the suggested chicken tacos with flour tortillas - who ever heard of tacos without cheese? Hubs had the medium grilled fish and onion rings which were just OK. It is right at the entrance to the ""park"" which is actually a large camper grounds with a 'fee gate' but you can walk down to the Jesus statue and out onto the jetty from the parking area and restaurant.  That was the best part.",Couples,2024-02-29
933647366,335390,2022,1,2024-01-10T20:27:39Z,Walked out after sitting at the table for over 20 minutes waiting for someone to take my order,"Wasn't even busy, but I sat there with a menu and chips and nothing to drink for over 20 minutes before I got up and walked out. I frequently have poor service here, but this was the worst. ",Solo travel,2024-01-31
944289544,335390,2021,4,2024-03-28T15:02:47Z,Great escape from downtown,"We went via ride share from downtown. It was a great choice away from the huge arena crowds. This place has a family vibe and traditional Mexican fare. Portions were huge and be careful with apps, we tried the triple dips, but they give you a ton of chips free with salsa. We had tacos and enchiladas. I got the combo Red, but accidently ordered an extra chicken versus the switch of the cheese. But it was so good. So were the margaritas. I'd recommend the little side trip to go here if you are downtown. The less crowded less expensive place is worth it.",Business,2024-03-31
946727757,335390,2020,5,2024-04-14T17:09:14Z,Great experience,"Skinny marg, mushroom and onion enchilada, chips, salsa, and service were all excellent. We were short on time and they got our food to us right away.",Couples,2024-04-30
953908496,335390,2019,5,2024-06-05T19:59:35Z,Great service and great food!,"Every time I order either ‘to go’ or sit at a booth or at the bar, the staff is polite and efficient and I get my order quickly! Great restaurant",Solo travel,2024-06-30
958101330,335390,2018,5,2024-07-05T10:15:13Z,Too shelf Mexican food,Excellent Mexican food. Burrito was a good portion with chicken that was tender and had flavor. Service was excellent also.,Couples,2024-05-31
631162562,15096127,2017,4,2018-11-06T07:14:11Z,Very good restaurant close to main road - great lunch stop,"Great place for a lunch stop, we had the camel meat with rice etc, really delicious, ample portions too.",Couples,2018-10-31
786168543,21326533,2016,5,2021-04-09T03:13:08Z,Mandhi,I tried mandhi briyani here it was an awesome mandhi .. and their mutton soup was so delicious. I would highly recommend you to try mandhi here.. authentic yemeni style mandhi,Family,2021-04-30
913151377,5521340,2015,1,2023-08-26T23:43:44Z,Staff bad attitude,"

Today i visit in albaik madinah branch i order my food I request them to make my food hot the reject my request even they show me attitude when i asked them to call the manager staff replied there is no on duty manager let me tell u one thing i am also belongs to hospitality field just teste is not enough to run your businesses you staff should be well mannered and trained they should know how to tlk to people  am sorry the staff attitude was very bad very disappointing i had never seen nonsence staff before i will never suggest anyone to visit in albaik madinah branch",Family,2023-08-31
932023239,5521340,2014,1,2024-01-02T10:24:00Z,"Disappointing Experience at Al Baik, Madinah","I apologize for the oversight in my previous response. Here's the revised correction, retaining all the ideas and statements from your original text:

My visit to ""Al Baik"" in Madinah was far from what I expected. The order process at the cashier was chaotic and noisy, making it difficult to communicate. I ordered two Shrimp Sandwiches without being informed of the additional wait time they required. The process of collecting the order was disorganized, with customers pushing aggressively to give their receipts to the staff. I experienced a significant delay with my order, ticket number 190 from 20.12.2023, while orders like number 211 were served before me. The workers' shouting and machine noise made the 20-minute wait, which is lengthy for fast food, even more challenging. Meanwhile, the taxi I had waiting added to the urgency, as the taximeter was running.

The quality and size of the Shrimp Sandwich were even more disappointing. The sandwich was tiny, barely 1.5 bites, and for the price of 21 SAR (about 5 euros), I expected more, especially considering that in Switzerland, I could get a larger, better sandwich from a cleaner store for the same amount.

Additionally, I was surprised to learn from my credit card statement that Al Baik is part of Carrefour. I would have appreciated more transparency from Al Baik about this affiliation.",Solo travel,2023-12-31
937510576,5521340,2013,5,2024-02-09T04:24:06Z,Best chicken broast in the world,"enjoy the food, fast service from cashier and server. we brought 2 box of chicken and breads. love this food and full of taste and enjoy the garlic sauce.
you must if you go to saudi arabia",Family,2024-02-29
938320153,5521340,2012,3,2024-02-14T19:55:06Z,Overrated.,"Very long queues. Went twice on different days to get lunch for children. The meat taste’s processed. Not the best quality. Overrated in my opinion. There was a lovely local similar takeaway right next to the Prophet’s Mosque called Dubai Chicken which was ten times better in freshness, taste, quality & price.  Wont be going again.",Family,2024-02-29
942206743,5521340,2011,1,2024-03-13T16:14:30Z,Terrible service,"Terrible service and attitude at the noor mall branch, not worth the trouble , no co-ordination between staff and total don't care attitude towards customer service",Family,2024-03-31
831801199,23922742,2010,5,2022-03-20T18:51:30Z,Great Menu & Tastes,"Muhteşem lezzetler ve fiyatlar. 
Gazi Bey ve ekibine nazik yaklaşımları ve ağırlamaları İçin çok teşekkür ederiz. Restoran merkezde, Sur Otel’in arkasında ve menü çeşitliliği fazla.
*

Menu, tastes, price are amazing.
Thankyou so much to MR. Gazi and his team for sincerely service us and make us very comfortable.
I very highly recommend this Restaurant.

Its located in the centre and just behind of SUR Hotel.

Also it serves Arabic Foods Aswell..",Friends getaway,2022-03-31
882185299,16715300,2009,5,2023-03-14T13:56:17Z,Food to die for!,"Ate in this restaurant tonight. Had the chicken kebab shawarma, followed by the Um Ali with nuts. Both were absolutely delicious and so very reasonable. Complimentary tea was also good. 
Definitely worth a visit if in Al Hamra.",Solo travel,2023-03-31
928845033,16715300,2008,1,2023-12-08T12:44:32Z,Not good exprience,"We order shawrma plate worth one rial 2 plates

Not good quality looks like someone cancel order and they served us cold and not good we told that person who served us he. Goto kitchen he bring same plate again ",Friends getaway,2023-12-31
930734911,16715300,967,3,2023-12-23T12:21:28Z,Tourist restaurant,"We stopped at this tourist restaurant for lunch as part of our tour of Nizwa. We were able to order our own choice, so ordered a mixed meat and rice, but when offered seafood soup we all said yes to that as well.  The seafood soup almost failed to have a single piece of seafood in it and really just tasted like vegetable soup so I left mine. The meat and rice was fine and we had lots of water which was a good thing followed by a thimbleful of hot sweet traditional tea. ",Couples,2023-11-30
947450795,16715300,1065,5,2024-04-19T11:26:47Z,Super lunch,"A delicious meal! There is no great choice but the food is tasty and original. We had a broth, mutton (amazingly tender) with rice, skewers of dromedary and scrumptious crepes with cheese and honey. And a complimentary cup of tea with spices (mulled wine without alcohol). Highly recommended",Friends getaway,2024-04-30
949171257,16715300,2007,5,2024-05-02T07:15:34Z,Good experience,"Went here two consecutive days, were given complimentary starters - soup and salad

We were offeree local off-the-menu dish, which is very tasteful. Staff friendly. Place is super clean",Couples,2024-05-31
356760740,8856600,2006,5,2016-03-19T09:58:01Z,Nice with good food,"Nice place, helpful staff, lot of food. My group had many choices and there was something for everyone's taste. Combined with the fort and souq, it was perfect experience.",Friends getaway,2016-02-29
374006405,8856600,1997,4,2016-05-18T05:51:43Z,Large Servings and Value of Money,"Always the best from from Arabic, Continental to Asian cuisine. The restaurant is inside Falaj Daris Hotel. You can either dine inside or by the pool. The place is clean and organize with lovely decors. The staff are friendly, helpful, and fast. It is one of the decent restaurant along Firq, Nizwa with great value of money and large servings.",Family,2016-05-31
461655552,8856600,2005,4,2017-02-21T06:17:18Z,Family restaurant,"Good and nice place to visit with all family members. Food serviced in time and wonderful quality. You can try one visit there for change, worth for the money spent.",Family,2016-12-31
476652381,8856600,2004,4,2017-04-18T01:25:46Z,"Nice relaxed setting, good food","During our stay in Nizwa, we would have liked to stay at the Falaj Daris Hotel, but found it a little expensive compared to Al Diyar. We did have dinner twice at the restaurant. It is nice to sit outside next to the pool. Food and drinks were great.",Family,2017-04-30
481916845,8856600,2003,3,2017-05-05T15:42:56Z,Disappointment: usual food for twice the usual price,Rather disappointing restaurant. The usual dishes - but prices at least twice as high as in Nizwa. Service was friendly and prompt. Lots of bus tours stop here - glad we didn't stay at the hotel!,Family,2017-04-30
879807406,16676498,2002,1,2023-02-23T06:45:53Z,Trap for tourist,"I popped in this restaurant three but, unfortunately, after three bad experience I have to report some issue. Food is ok, in line with the price. Service is horrible. There are several sleepy and distracted waiters spending their time talking and joking. When they take the order, most of times make mistakes and don't even provide cutlery. Furthermore they always try to overcharge. The management should provide them proper service. Despite the low prices, it's a tourist trap",Solo travel,2023-02-28
884880099,16676498,2001,1,2023-04-05T05:05:11Z,"Poor, poorer, the poorest","Service very poor and unfriendly. 
Menu quite comprehensive but only very few meals available. 
The only positive aspect cheap.",Couples,2023-04-30
886476287,16676498,2000,4,2023-04-16T12:35:44Z,Good simple meal in the center of Nizwa,"We had some good chicken and beef shawarmas. The service was friendly and efficient. 
A mix of local and tourist customers. Nice outdoor seating.",Family,2023-04-30
932898076,16676498,1999,5,2024-01-08T17:59:05Z,Definitely recommended for a local meal,"Found this little local gem on the lonely planet guide and is definitely worth it. Very local experience, with typical Omanis food. Lots of choices and lots of good food. If you want to have a taste of a local experience you should try this special place!",Friends getaway,2024-01-31
947355507,16676498,1065,4,2024-04-18T15:15:51Z,For the local flavour,"It’s not really a restaurant but a stand with outside tables, very local atmosphere and cheap. The owners and the food are Indian with some exceptions such as hummus and French fries that don’t match anything of the rest. The chicken and the pea dahl were tasty.",Friends getaway,2024-04-30
627260259,2475069,1998,5,2018-10-22T12:45:12Z,Great dinner and great price,"There is not that much choice in Nizwa but we found this one to be authentic, clean and to have very good food. The plate with rice and chicken is really good and tasty. Portions are big as well and the prices in the end very cheap. ",NONE,2018-10-31
633079810,2475069,1997,4,2018-11-13T04:20:19Z,Good Food and Affordable,We ate dinner here last September with family. It was our first time here and tried our friends' recommendations from the menu. The restaurant looks so clean. Good food and large servings. Affordable too. I noticed that the waiter who's in-charged in cleaning the other table was also the one serving the food without washing his hands first. That was not good. The restaurant was not busy that time.,Family,2018-09-30
643554663,2475069,1996,5,2019-01-04T11:06:14Z,Very very good,"In this restaurant we had one of the best hummus we ever had. 
Rice and prawns were very good and one of the most pleasant was the Mango Juice. 
Service good and nice
",Couples,2019-01-31
645773560,2475069,1995,5,2019-01-14T11:34:22Z,Die Die Must Try,"This was the best meal of our entire trip, period. We came to the unassuming place after searching TA for places to eat in Nizwa. The server was really polite and made small talk with us, before recommending us to try the rice with fish, chicken and lamb. The crispy fish was so light and yummy, the lamb was juicy and tender. The chicken was alright. The rice was very fragrant and delicious. We came back another time and ordered the special grilled meat platter. It was simply heavenly, every type of meat on the platter tasted delicious, we ordered a side of the fish from the first day as well. Best place ever, please visit if you're in Nizwa, you will not regret it.",Friends getaway,2019-01-31
751099317,2475069,1994,3,2020-03-16T10:29:56Z,Nothing special,"Me and my husband had a quick lunch here. We had rice and chicken. It was okay but nothing special. 
It is mostly for the big tourist groups.",NONE,2020-02-29
939499348,15669259,1993,5,2024-02-23T11:55:38Z,Visit at Layali Restaurant,"The service here is excellent, especially with Manager Saeid who is incredibly friendly and welcoming. The location offers a stunning view of the mountains, and Aby, our waitress, was exceptionally gentle and kind, always wearing a smile. I highly recommend this place for anyone visiting Al Jabal Al Akhdar, whether in winter or summer.",Family,2024-02-29
939854282,15669259,1992,5,2024-02-26T08:57:41Z,The best restaurant in jabal akhdhar,"The best restaurant in jabal akhdhar
And i am a tourist agent by the way and they have a very big variety of food and the terrace view is just amazing",Friends getaway,2024-02-29
946835335,15669259,1991,3,2024-04-15T12:44:13Z,average food and bad service,"had great review online, that's why I 
stoped over for lunch, but average food and bad service!

the views from the terrace dinning are amazing, but the foof quality and service doesn't justify the ratings!",Family,2024-04-30
958079830,15669259,1990,3,2024-07-05T07:29:43Z,"Ok buffet, nice location","Stopped here as part of a tour and went for the buffet option. It wasn't great but wasn't bad just average. Certainly a decent choice from meat, salad, rice, chips, pasta but issue was mainly how long some of it was left out before being refreshed. Waters included in the price. Staff were pleasant. 
Nice view of the canyon just outside too.",Couples,2024-05-31
960027707,15669259,1989,5,2024-07-18T05:29:17Z,Great service with local delicacy.,"Great food!! Great waitress .. we went for lunch at Layali Al jabal and what a great service by Ms. Aby,   Great food offering some local delicacies.",Friends getaway,2024-07-31
933957238,16715341,966,4,2024-01-13T21:54:33Z,Nice grilled meat,"The grilled meat combination was fantastic. It was a good amount of food. I really enjoyed the table top grill continuing to give the bbq flavor. The service was good, but started a bit slow.",Family,2023-11-30
947405774,16715341,1988,1,2024-04-19T04:21:10Z,"Crucial, shocking table decoration","I was shocked! We went to the restaurant for lunch. They put small fish in a glass for decoration!! I was so shocked, the fish didn’t move much and were almost dead.
I immediately approached the waitress and asked if they knew how crucial that is and who puts them in there? She said they die every 2-3 days anyways.. Its so wrong!!!!!

Also the food was just okay. I tried to orders 3 things from the menue and got a „sorry we don’t have“.",Family,2024-04-30
952807739,16715341,954,3,2024-05-28T22:45:26Z,Very average,"With its central location in the middle of old town Nizwa, Al Aqr seems to be the place where tourists are directed to. The interior is Omani style and they have a really nice roof terrace with views over the Nizwa, so that is a good incentive. It is also where they serve breakfast for Old Town Hotel nearby.
I went for dinner and had two dishes : some chicken mash and a stew with tiny pieces of tough camel meat, with Omani bread. Very average, not very tasty or appealing.",Solo travel,2024-04-30
955768198,16715341,1987,4,2024-06-19T07:02:25Z,Worth a visit,The food we ordered was well presented and well prepared. Tasty and reasonably priced. The dining area is kept very clean and overall a very pleasant dining experience.,Couples,2024-06-30
