location_id,type,name,description,city,country,amenities,styles,ranking,rating,num_reviews,price_level
10166101,hotels,Alain Hotel Apartments Ajman,"The Alain Hotel Ajman is designed with the discerning business guests in mind. These are people who have an eye for quality and value for money, and who are accustomed to high living.Elegant and exquisitely appointed apartments located at the heart of Ajman in Al Numaiya Al Ittihad road near GMC Hospital and an easy ten minute drive from the Sharjah International Airport, Alain Hotel Ajman blend the best of both worlds to offer you an unforgettable experience away from home Alain Hotel Ajman in ideally located at the entrance of Ajman city, being very accessible coming from Sh. Mohammed Bin Zayed Road and at the corner of Etihad Road. With 5 minute drive away from Ajman City Centre and Ajman beach. The hotel is very close to businesses and landmark attractions such as Lulu Center, Ajman Corniche, Gold Souq and central Ajman. An ideal place for families on leisure trips, looking for luxurious and cosy hotel stay",Ajman,United Arab Emirates,"Internet, Suites, Room service, Free Internet, Restaurant, Free Wifi, Meeting rooms, Business center, Fitness center, Concierge, Banquet Room, Family Rooms, Smoking rooms available, Conference Facilities, Kids Activities, Shuttle Bus Service, Free parking, Wheelchair access, Spa, Airport transportation, Wifi, Public Wifi, Dry Cleaning, Non-smoking rooms, Laundry Service, Air conditioning, Refrigerator in room, Minibar, Babysitting, Non-smoking hotel, Safe, Heated pool, Flatscreen TV, Breakfast Buffet, Kids pool, Outdoor pool, Breakfast Available, Parking, Housekeeping, Kids Club, Kids Stay Free, Sauna, Additional Bathroom, Air Purifier, Allergy-free Room, Arabic, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Cable / Satellite TV, 24-Hour Check-in, Express Check-in / Check-out, Children's Playground, Clothes Dryer, Clothes Rack, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Convenience Store, Couples Massage, Currency Exchange, Desk, Dining Area, Electric Kettle, English, Extra Long Beds, Facial Treatments, Filipino, First Aid Kit, Fitness / Spa Locker Rooms, Foot Bath, Foot Massage, Free Private Parking Nearby, Free Public Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, Complimentary Welcome Drink, Free Wifi in the Business Center, 24-Hour Front Desk, Full Body Massage, Hair Dryer, Hammam, Hand Massage, Head Massage, Hindi, Hot Spring Bath, Interconnected room(s) available, Iron, Ironing Service, Kids' Outdoor Play Equipment, Landmark View, Light Therapy, Makeup Services, Manicure, Massage, Massage Chair, Neck Massage, Nepali, Newspaper, Open-air Bath, Pedicure, Pool / Beach Towels, Pool with View, Private Bathrooms, Private Check-in / Check-out, Paid Private Parking On-site, Paid Private Parking Nearby, Paid Public Parking Nearby, Paid Public Parking On-site, Salon, Seating Area, 24-Hour Security, Secured Parking, Separate Dining Area, Separate Living Room, Shoeshine, Snack Bar, Sofa, Sofa Bed, Solarium, Soundproof Rooms, Steam Room, Street Parking, Swimming Pool Toys, Taxi Service, Telephone, Valet Parking, Wake Up Service / Alarm Clock, Wardrobe / Closet, Waxing Services, Photo Copier / Fax In Business Center","City View, Centrally Located",#13 of 50 hotels in Ajman,4.0,23,$
23157607,hotels,Vida Beach Resort Umm Al Quwain,"Situated on the foreshore of the Arabian Gulf and with immediate beach access, Vida Beach Resort Umm al Quwain is a beachfront retreat designed for anyone looking to connect, disconnect, recharge, or discharge while remaining within close proximity to Dubai. The resort is situated:",Umm Al Quwain,United Arab Emirates,"Pool, Kids Activities, Beachfront, Suites, Room service, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Pets Allowed, Spa, Airport transportation, Free Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Tennis Court, Business center, Fitness center, Laundry Service, Concierge, Air conditioning, Babysitting, Safe, Rooftop Bar, Rooftop Terrace, Breakfast Buffet, Poolside Bar, Outdoor pool, Private Beaches, Housekeeping, Kids Club, Kids Stay Free, Electric vehicle charging station, Arabic, Bicycles Available, Blackout Curtains, Car Hire, Doorperson, English, Fitness Classes, Fitness / Spa Locker Rooms, Free Private Parking Nearby, 24-Hour Front Desk, Hindi, Ironing Service, Massage, Pool / Beach Towels, Pool with View, Private Check-in / Check-out, 24-Hour Security, Shops, Snorkeling, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Table Tennis, Taxi Service, Wake Up Service / Alarm Clock, Beach Access, Boating, Couples Massage, Water Sport Equipment Rentals",Mid-range,#2 of 9 hotels in Umm Al Quwain,4.5,1031,$
311063,hotels,Umm Al Quwain Beach Hotel,"The Beach Hotel & Resort Umm Al Quwain is your idyllic destination for a quiet weekend in the sun or a summer escape with family and friends. An ideal getaway, the hotel offers comfortable amenities and a breathtaking beach, all immersed in beautiful green landscapes. Make sure to visit our Lebanese restaurant, which delivers authentic gastronomy and an unrivaled atmosphere.",Umm Al Quwain,United Arab Emirates,"Pool, Room service, Restaurant, Pets Allowed, Internet, Beachfront, Bar/Lounge, Airport transportation, Free Wifi, Air conditioning, Refrigerator in room, Safe, Breakfast Buffet, Beach Access, Kids Activities, Shuttle Bus Service, Suites, Free Internet, Wheelchair access, Wifi, Public Wifi, Breakfast included, Dry Cleaning, Meeting rooms, Non-smoking rooms, Laundry Service, Concierge, Banquet Room, Family Rooms, Multilingual Staff, Smoking rooms available, Accessible rooms, Heated pool, Flatscreen TV, Poolside Bar, Private Balcony, Outdoor pool, Private Beaches, Breakfast Available, Free airport transportation, Free Shuttle or Taxi Services, Housekeeping, Air Purifier, Arabic, Bath / Shower, BBQ Facilities, Bidet, Blackout Curtains, Bottled Water, Breakfast in the Room, Bridal Suite, Cable / Satellite TV, Canoeing, 24-Hour Check-in, Clothes Rack, Coffee Shop, Convenience Store, Desk, Electric Kettle, English, Extra Long Beds, Filipino, First Aid Kit, Free Private Parking Nearby, Complimentary Toiletries, French, 24-Hour Front Desk, Gift Shop, Hair Dryer, Highchairs Available, Hindi, Iron, Ironing Service, Kids' Outdoor Play Equipment, Laptop Safe, Massage, Mosquito Net, Nightclub / DJ, On-Demand Movies, Pool / Beach Towels, Pool View, Private Bathrooms, Seating Area, 24-Hour Security, Shops, Snorkeling, Sofa, Soundproof Rooms, Spanish, Sun Loungers / Beach Chairs, Sun Umbrellas, Telephone, Tile / Marble Floor, Umbrella, Valet Parking, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, Wine / Champagne","Ocean View, Family",#5 of 9 hotels in Umm Al Quwain,4.0,144,$$
1223025,hotels,Palma Beach Resort & Spa,"Palma Beach Resort and Spa stands as a captivating oasis, distinguished by its enchanting ancient Egyptian design that promises a truly unforgettable stay. The resort boasts an array of luxurious amenities, Including a bowling center, a premium spa, and a fitness center, ensuring guests experience the epitome of comfort and relaxation. Indulge in the charm of warmly decorated accommodations, each featuring a balcony or patio offering stunning views of the Arabian Sea or the inviting pool. With a variety of well designed rooms, suites, and villas, Palma Beach Resort & Spa embraces the essence of Arabian hospitality and elegance. Conveniently situated on the picturesque shores of the Arabian Sea in the Emirates of Umm Al-Quwain, the resort is strategically located just 28 km from Sharjah Airport and 41 km from Dubai International Airport. For added entertainment, Dreamland is a mere 6 km away.",Umm Al Quwain,United Arab Emirates,"Pool, Room service, Restaurant, Free parking, Kids Activities, Beachfront, Wheelchair access, Spa, Laundry Service, Banquet Room, Air conditioning, Refrigerator in room, Outdoor pool, Breakfast Available, Housekeeping, Arabic, Baggage Storage, BBQ Facilities, Blackout Curtains, Bottled Water, Bowling, Breakfast in the Room, Coffee Shop, Coffee / Tea Maker, Desk, English, Complimentary Toiletries, 24-Hour Front Desk, Beach Access, Suites, Airport transportation, Public Wifi, Meeting rooms, Non-smoking rooms, Fitness center, Concierge, Family Rooms, Smoking rooms available, Conference Facilities, Safe, Flatscreen TV, Private Balcony, Kids pool, Parking, Sauna, Afrikaans, Azerbaijani, Bathrobes, Billiards, Boating, Cable / Satellite TV, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Children's Television Networks, Children's Playground, Clothes Rack, Convenience Store, Currency Exchange, Dining Area, Electric Kettle, Filipino, First Aid Kit, Fitness / Spa Locker Rooms, Foot Massage, Complimentary Welcome Drink, Free Wifi in the Business Center, Free Wired Internet in the Business Center, French, Full Body Massage, Game Room, Gift Shop, Hair Dryer, Hand Massage, Head Massage, Highchairs Available, Hindi, Indoor Play Area for Children, Iron, Ironing Service, Kids' Meals, Kids' Outdoor Play Equipment, Manicure, Massage, Massage Chair, Neck Massage, Nepali, Outdoor Dining Area, Outdoor Fireplace, Outdoor Furniture, Pedicure, Personal Trainer, Picnic Area, Pool / Beach Towels, Pool View, Private Bathrooms, Private Check-in / Check-out, Russian, Salon, Seating Area, 24-Hour Security, Secured Parking, Separate Dining Area, Separate Living Room, Shoeshine, Sinhala, Soundproof Rooms, Steam Room, Sun Loungers / Beach Chairs, Table Tennis, Tamil, Taxi Service, Telephone, Tile / Marble Floor, Umbrella, Urdu, Valet Parking, Vending Machine, Video Game Console, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, Photo Copier / Fax In Business Center","Ocean View, Charming",#1 of 9 hotels in Umm Al Quwain,4.5,381,$$
1222971,hotels,Barracuda Beach Resort,"Welcome To Barracuda Beach Resort When the heart, body and mind longs for some real fun-filled moments in a cozy confine, close to nature's bounds, 'Barracuda' is the best bet to treat yourself and your family to a whole new experience at leisure. 'Barracuda', is where one can have a rendezvous with nature by the Arabian Sea. Go ahead to party, or enjoy a game of pool or volleyball, not to mention a cool splash while seeing the sun disappear and also enjoy the kids have loads of fun at the toddler's pool. The 'Dreamland Aqua Park', the 'Al Hamra Mall' and the 'Emirates Motorplex' tracks are all at very close proximity too. So, get, set, started to a large serving of wholesome family fun at the 'Barracuda Beach Resort'. Barracuda Resort is situated on the edge of the lagoon that borders Umm Al Quwain, is about 30 Kms from Ras Al Khaimah, towards the North and about 28 Kms from Ajman, towards the South.",Umm Al Quwain,United Arab Emirates,"Kids Activities, Room service, Free parking, Restaurant, Air conditioning, Refrigerator in room, Flatscreen TV, Breakfast Buffet, Outdoor pool, BBQ Facilities, Hindi, Kids' Outdoor Play Equipment, Internet, Suites, Wheelchair access, Bar/Lounge, Wifi, Public Wifi, Meeting rooms, Non-smoking rooms, Laundry Service, Family Rooms, Smoking rooms available, Safe, Parking, Arabic, Bath / Shower, Billiards, Bottled Water, Express Check-in / Check-out, Coffee / Tea Maker, Currency Exchange, English, First Aid Kit, Free Private Parking Nearby, 24-Hour Front Desk, Pool View, Telephone","Lagoon View, Mid-range",#4 of 9 hotels in Umm Al Quwain,4.0,206,$
2693478,hotels,Pearl Hotel & Spa,"Pearl Hotel & Spa is a one stop destination to your perfect vacation, greeted by swaying palm trees and a heavenly breeze. Spend your days relaxing on the beach or at in the pools. Multiple dining options from An Authentic South Indian Kerala meal at Backwaters to Bavarian cuisine served at Little Bavaria, a German Restaurant & Bar. If you are looking for a hangout spot try out Barako Grill, an authentic Filipino Restaurant & Bar and for an ideal meal with a view, dine at Beach Garten our Beach Bar serving international cuisine. Rejuvenate your mind body & soul at the Pearl Spa. The property has an Banquet hall with a capacity of 120 guest. No matter how big or small is your event our professional team will design this for you.",Umm Al Quwain,United Arab Emirates,"Pool, Internet, Beachfront, Room service, Free parking, Restaurant, Bar/Lounge, Free Wifi, Beach Access, Suites, Spa, Dry Cleaning, Non-smoking rooms, Business center, Fitness center, Laundry Service, Banquet Room, Air conditioning, Refrigerator in room, Conference Facilities, Safe, Flatscreen TV, Breakfast Buffet, Outdoor pool, Housekeeping, Bath / Shower, Bottled Water, English, Filipino, 24-Hour Front Desk, Hair Dryer, Hindi, Kids' Meals, 24-Hour Security, Kids Activities, Free Internet, Airport transportation, Wifi, Public Wifi, Concierge, Family Rooms, Smoking rooms available, Accessible rooms, Heated pool, Private Balcony, Infinity Pool, Private Beaches, Breakfast Available, Facilities for Disabled Guests, Electric vehicle charging station, Allergy-free Room, Arabic, BBQ Facilities, Bidet, Blackout Curtains, Cable / Satellite TV, Car Hire, Children's Playground, Coffee / Tea Maker, Convenience Store, Desk, Electric Kettle, Evening Entertainment, Facial Treatments, Fitness / Spa Locker Rooms, Foot Massage, Free Public Parking Nearby, Complimentary Toiletries, Complimentary Welcome Drink, Full Body Massage, Georgian, German, Hand Massage, Happy Hour, Head Massage, Highchairs Available, Ironing Service, Kids' Outdoor Play Equipment, Laptop Safe, Light Therapy, Massage, Neck Massage, Outdoor Dining Area, Outdoor Furniture, Pool / Beach Towels, Pool View, Pool with View, Private Bathrooms, Russian, Shoeshine, Shops, Sofa, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Swahili, Tamil, Taxi Service, Telephone, Thai, Tile / Marble Floor, VIP Room Facilities, Wake Up Service / Alarm Clock, Walk-in Shower, Wardrobe / Closet, Wine / Champagne, Photo Copier / Fax In Business Center","City View, Family",#3 of 9 hotels in Umm Al Quwain,4.0,277,$
672053,hotels,Flamingo Beach Resort,"Set in a tropical garden in Umm AlQuwain, Flamingo by Bin Majid offers views of the mangrove islands, a private beach area, an outdoor pool. Umm AlQuwain Museum is a 10-minute walk away. All rooms at Flamingo by Bin Majid face the pool, the lagoon and the mangrove islands beyond. Some have a seating area with a sofa and each is air-conditioned. Guests can enjoy many water activities such as fishing, crab hunting, snorkelling, and Flamingo tours. The Waves Restaurant and Bar serves international food, including vegetarian dishes. Dinner buffet is served on the beach, and the café and pool bar has a variety of light snacks and refreshing drinks. Dubai International Airport is a 60-minute drive away. Free private parking is available on site.",Umm Al Quwain,United Arab Emirates,"Pool, Free parking, Internet, Beachfront, Restaurant, Public Wifi, Breakfast included, Air conditioning, Breakfast Buffet, Outdoor pool, Private Beaches, Baggage Storage, Beach Access, Free Internet, Bar/Lounge, Wifi, Meeting rooms, Laundry Service, Multilingual Staff, Smoking rooms available, Breakfast Available","Budget, Great View",#6 of 9 hotels in Umm Al Quwain,3.0,220,$
2626198,hotels,Royal Residence Hotel Apartments,,Umm Al Quwain,United Arab Emirates,"Pool, Restaurant, Kitchenette, Air conditioning, Internet, Room service, Free Internet, Free parking, Airport transportation, Wifi, Free Wifi, Dry Cleaning, Hot Tub, Tennis Court, Fitness center, Laundry Service, Family Rooms, Self-Serve Laundry, Refrigerator in room, Non-smoking hotel, Parking, Arabic, Baggage Storage, Bath / Shower, BBQ Facilities, Coffee Shop, English, 24-Hour Front Desk, Hindi, Telephone, Wake Up Service / Alarm Clock","Budget, Family",#8 of 9 hotels in Umm Al Quwain,3.0,45,$
2623435,hotels,Hotel Royal Residence,"The hotel is part of the hospitality division of the prestigious Al Faisal Group, owned by H.H. Shaikh Faisal Bin Abdulla Al Mualla, member of the ruling family of Umm Al Quwain. Since inception, the Hotel Royal Residence has been venturing into new geographic arena and making utmost efforts to make the best deal available to its clients. The hotel has total 161 units (Private Villa Resorts).",Umm Al Quwain,United Arab Emirates,"Pool, Kids Activities, Suites, Free parking, Wheelchair access, Public Wifi, Free Wifi, Breakfast included, Fitness center, Banquet Room, Air conditioning, Family Rooms, Conference Facilities, Internet, Shuttle Bus Service, Room service, Free Internet, Restaurant, Bar/Lounge, Spa, Wifi, Meeting rooms, Business center, Laundry Service, Refrigerator in room, Water Park, Poolside Bar, Outdoor pool, Breakfast Available, Housekeeping, Arabic, BBQ Facilities, Bottled Water, Bridal Suite, Currency Exchange, English, Filipino, Fitness / Spa Locker Rooms, French, 24-Hour Front Desk, Hindi, Indoor Play Area for Children, Ironing Service, Kids' Meals, Kids' Outdoor Play Equipment, Newspaper, Outdoor Furniture, Parking Garage, Pool / Beach Towels, Russian, Secured Parking, Snack Bar, Special Diet Menus, Sun Terrace, Urdu, VIP Room Facilities, Waterslide","Business, Family",#7 of 9 hotels in Umm Al Quwain,3.5,34,$$$$
1936706,hotels,Makarem Umm Al Qura,"Makarim Umm AlQura Hotel is located in The Holy City of Makkah Al-Mukarramah situated in Ajyad Street, and is only 5 minutes drive to Haram by hotel courtesy shuttle service available around the clock. Umm AlQura Makarim Hotel is a modern 12-storey building encompassing 336 rooms and suites, all feature central air-conditioning, electronic door locks, electronic safe boxes, hospitality tray offering complimentary tea, coffee and healthy herbs, iron & ironing board, international direct dialing phones, high speed internet connection port, hair dryer, magnifying mirror, 32” LCD TV with major satellite channels, mini fridge, handicapped rooms, praying mats and Umrah & Hajj guide booklet.",Mecca,Saudi Arabia,"Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Laundry Service, Air conditioning, Multilingual Staff, Breakfast Buffet, Breakfast Available, Parking, Facilities for Disabled Guests, Internet, Spa, Free Wifi, Concierge, Family Rooms, Refrigerator in room, Non-smoking hotel, Safe, Free Shuttle or Taxi Services, Housekeeping, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Breakfast in the Room, 24-Hour Check-in, Express Check-in / Check-out, Coffee Shop, Coffee / Tea Maker, Desk, English, Fireplace, Complimentary Toiletries, 24-Hour Front Desk, Gift Shop, Hair Dryer, Hindi, Indonesian, Iron, Ironing Service, Kids' Meals, Seating Area, 24-Hour Security, Secured Parking, Shops, Telephone, VIP Room Facilities","Mid-range, Quaint","#33 of 1,321 hotels in Mecca",4.0,165,$
25457982,hotels,Siniya Island Luxurious Camp,,Umm Al Quwain,United Arab Emirates,,Budget,#2 of 2 Specialty lodging in Umm Al Quwain,5.0,2,$$$
11979404,hotels,Fairmont Fujairah Beach Resort,"Fairmont Fujairah Beach Resort, an idyllic luxury resort in the United Arab Emirates. Nestled amongst the hidden valleys of the majestic Al Hajar Mountains, Fairmont Fujairah Beach Resort lies along the coastal region of Dibba, the second largest town in the emirate of Fujairah. Set against a dramatic backdrop of rugged terrain, travelers can expect to discover a destination lauded for its natural beauty, with archeological and heritage sites all within easy accessibility from the resort.",Dibba Al Fujairah,United Arab Emirates,"Pool, Internet, Kids Activities, Beachfront, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Babysitting, Safe, Swimup Bar, Heated pool, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Adult pool, Outdoor pool, Private Beaches, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Sauna, Aerobics, Allergy-free Room, Arabic, Baggage Storage, Bath / Shower, Bathrobes, Bicycle Rental, Billiards, Blackout Curtains, Books, DVDs, Music for Children, Bottled Water, Breakfast in the Room, Bridal Suite, Car Hire, 24-Hour Check-in, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Convenience Store, Couples Massage, Currency Exchange, Desk, Diving, Doorperson, English, Extra Long Beds, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Free Private Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, Full Body Massage, German, Gift Shop, Hair Dryer, Hammam, Hiking, Hindi, Indoor Play Area for Children, Interconnected room(s) available, Iron, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Massage, Outdoor Furniture, Pool / Beach Towels, Pool with View, Russian, Salon, Seating Area, 24-Hour Security, Secured Parking, Shoeshine, Shops, Snack Bar, Snorkeling, Soundproof Rooms, Spanish, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Taxi Service, Telephone, Wake Up Service / Alarm Clock, Beach Access, Kids pool, Breakfast Available, Bidet, Boating, Body Wrap, Cable / Satellite TV, Children's Television Networks, Children's Playground, Clothes Rack, Electric Kettle, First Aid Kit, Foot Bath, Foot Massage, Hand Massage, Happy Hour, Head Massage, Highchairs Available, Laptop Safe, Massage Chair, Mountain View, Neck Massage, Outdoor Dining Area, Personal Trainer, Pool View, Private Bathrooms, Radio, Sun Deck, Swimming Pool Toys, Tile / Marble Floor, Ukrainian, Valet Parking, VIP Room Facilities, Walk-in Shower, Walking Tours, Wardrobe / Closet, Waterslide, Water Sport Equipment Rentals, Photo Copier / Fax In Business Center, Yoga Classes","Modern, Mid-range",#1 of 6 hotels in Dibba Al Fujairah,4.5,3111,$$$
12937843,hotels,InterContinental Fujairah Resort,"An exceptional destination where Arabian hospitality meets luxury, the InterContinental® Fujairah Resort is a beachfront property situated on the shoreline of Al Aqah Beach, beneath the spectacular backdrop of the Hajar Mountains just 90 minutes from Dubai and 120 minutes from Expo 2020. The Resort has 190 guest rooms and suites. The Resort presents the perfect host as a wedding destination as well as business groups looking for unique meetings.",Al Aqah,United Arab Emirates,"Pool, Internet, Kids Activities, Beachfront, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Tennis Court, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Babysitting, Safe, Flatscreen TV, Breakfast Buffet, Poolside Bar, Private Balcony, Butler Service, Infinity Pool, Adult pool, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Kids Stay Free, Aerobics, Afrikaans, Arabic, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Board Games / Puzzles, Bottled Water, Breakfast in the Room, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Clothes Rack, Coffee / Tea Maker, Complimentary Tea, Convenience Store, Currency Exchange, Desk, Diving, Doorperson, English, Entertainment Staff, Evening Entertainment, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Free Private Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, Game Room, German, Gift Shop, Hair Dryer, Hammam, Head Massage, Hiking, Hindi, Hungarian, Indonesian, Indoor Play Area for Children, Interconnected room(s) available, Iron, Ironing Service, Italian, Kids' Meals, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Massage, Newspaper, Outdoor Fireplace, Outdoor Furniture, Parking Garage, Pool / Beach Towels, Pool with View, Private Check-in / Check-out, Russian, Seating Area, 24-Hour Security, Secured Parking, Shops, Snack Bar, Snorkeling, Spanish, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Taxi Service, Telephone, VIP Room Facilities, Wake Up Service / Alarm Clock, Beach Access, Kids pool, Archery, Azerbaijani, Boating, Burmese, Cable / Satellite TV, Canoeing, Canoeing Off-site, Children's Playground, Couples Massage, Electric Kettle, Executive Lounge Access, First Aid Kit, Foot Massage, Free Wifi in the Business Center, Free Wired Internet in the Business Center, Full Body Massage, Hand Massage, Happy Hour, Highchairs Available, iPod Docking Station, Laptop Safe, Makeup Services, Manicure, Mountain View, Neck Massage, Nepali, Outdoor Dining Area, Pedicure, Personal Trainer, Pool View, Private Bathrooms, Shallow End, Sofa, Sun Deck, Tile / Marble Floor, Urdu, Valet Parking, Walk-in Shower, Walking Tours, Wardrobe / Closet, Water Sport Equipment Rentals, Photo Copier / Fax In Business Center, Yoga Classes, Yoga Room","Ocean View, Family",#1 of 7 hotels in Al Aqah,4.5,2396,$$$
5483220,hotels,Novotel Fujairah,"Novotel Fujairah is minutes away from the city's landmarks and shopping malls, welcoming every visitor to Fujairah. Our facilities radiate comfort and hospitality; airy, well designed rooms, outdoor pool overlooking Hajjar Mountains, balanced options in our restaurants and meeting rooms. Each room has an ergonomic work area, tea and coffee making facilities, separate bathtub and shower, complimentary WIFI connection that makes it easier to fully enjoy your stay. The hotel offers 182 stylish rooms, a restaurant, bar, coffee lounge and free indoor parking. Guests also enjoy the use of the gym and swimming pool. There are 5 fully equipped meeting rooms and Dibba Ballroom which can host up to 1000. Allowing families to share precious moments and happy memories has always been a priority for Novotel. Children under 16* may share your room and enjoy breakfast at no cost. Toys and games for younger and older children are available in hotel lobby. Fujairah is an emirate on the east coast of the United Arab Emirates, lying along the Gulf of Oman. It's known for its beaches and the Hajjar Mountains. A town full of culture and heritage and just an hour drive from Dubai.",Fujairah,United Arab Emirates,"Internet, Free Internet, Restaurant, Wifi, Free Wifi, Pool, Shuttle Bus Service, Suites, Room service, Free parking, Wheelchair access, Bar/Lounge, Airport transportation, Breakfast included, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Multilingual Staff, Accessible rooms, Refrigerator in room, Conference Facilities, Safe, Flatscreen TV, Breakfast Buffet, Poolside Bar, Outdoor pool, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Kids Stay Free, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bottled Water, Breakfast in the Room, Coffee Shop, Currency Exchange, Desk, English, Filipino, Fitness / Spa Locker Rooms, Complimentary Toiletries, French, 24-Hour Front Desk, Hair Dryer, Interconnected room(s) available, Iron, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Nightclub / DJ, Pool / Beach Towels, Pool with View, 24-Hour Security, Secured Parking, Shoeshine, Taxi Service, Telephone, Wake Up Service / Alarm Clock, Family Rooms, Smoking rooms available, Kids pool, Electric vehicle charging station, Bidet, Billiards, Car Hire, Express Check-in / Check-out, Children's Television Networks, Children's Playground, Electric Kettle, First Aid Kit, Happy Hour, Highchairs Available, Hindi, Indoor Play Area for Children, Mountain View, Nepali, Newspaper, Pool View, Private Bathrooms, Russian, Snack Bar, Sun Deck, Sun Umbrellas, Tile / Marble Floor, Wardrobe / Closet, Photo Copier / Fax In Business Center","Mountain View, Modern",#1 of 33 hotels in Fujairah,4.5,940,$
